15254	1739	15343	
15266	544	2195434	
15272	163	15904	
15302	1538	15324	
15305	1849	15367	
15310	1644	__none__	
15315	__none__	__none__	
15326	1797	__none__	
15334	1670	15886	
15349	1043	15450	
15365	1858	__none__	
15366	305	15368	
15376	1370	224568	
15390	1848	15402	
15395	1855	__none__	
15398	__none__	__none__	
15399	__none__	__none__	
15412	708	15432	
15414	369	15420	
15423	883	15437	
15470	692	15474	
15478	1873	__none__	
15481	1870	15658	
15486	493	15494	
15496	486	__none__	
15504	1463	15508	
15513	1767	18052	
15514	700	15677	
15537	257	15577	
15573	447	__none__	
15583	430	__none__	
15593	1875	15627	
15621	1511	15651	
15632	1580	17103	
15635	1881	__none__	
15649	1659	15667	
15656	1580	__none__	
15674	1339	230005	
15678	470	15724	
15681	1875	15697	
15687	307	16020	
15690	1650	15702	
15694	708	15746	
15695	1666	16385	
15700	1886	__none__	
15708	1848	15722	
15709	61	__none__	
15716	788	15803	
15729	1693	__none__	
15731	26	26865	
15732	1650	16054	
15734	1890	775195	
15744	1888	15758	
15774	1888	157767	
15784	718	__none__	
15788	1888	15819	
15798	446497	15931	
15805	1596	15808	
15815	1580	15919	
15816	1084	1083668	
15822	1006	__none__	
15828	838	16051	
15838	381	15846	
15851	1870	15946	
15857	192	__none__	
15871	1895	15877	
15880	39	19859	
15899	86	16019	
15900	1122	__none__	
15917	1122	142767	
15949	22	16168	
15954	1658	__none__	
15979	1448	__none__	
15995	1448	__none__	
16003	1738	16175	
16007	1762	16039	
16064	1688440	16095	
16067	199	1661276	
16073	1744	16085	
16074	1749	__none__	
16096	93	167308	
16097	1353	16101	
16100	203	16104	
16110	1629	16130	
16113	277	16696	
16114	1629	16134	
16140	765	16817	
16142	914	16163	
16145	1533	__none__	
16155	58	16245	
16161	259	290184	
16164	834	16746	
16167	1830	16182	
16178	285	16229	
16199	1491425	16304	
16209	982	16238	
16233	1000	16255	
16248	1169	35683	
16265	__none__	16335	
16298	117	16311	
16306	41	16318	
16317	1223	__none__	
16320	1463	__none__	
16322	493	__none__	
16326	1414	22404	
16330	1946	33604	
16340	1948	__none__	
16363	1940	16390	
16396	1165587	20786	
16402	652	16416	
16403	1948	16546	
16406	1956	__none__	
16413	149	16444	
16432	920	18342	
16434	277	129435	
16443	1936	__none__	
16447	1311	16465	
16451	1958	711398	
16458	666	137090	
16460	1801	16500	
16473	__none__	16484	
16483	164	16534	
16487	1969	1449595	
16491	1545	16502	
16501	1344	16509	
16517	1683	16519	
16529	1951	16549	
16550	1464	16564	
16556	1782	23837	
16557	1104	16573	
16563	428190	__none__	
16568	1944	16777	
16610	1219	__none__	
16611	1894	__none__	
16615	1849	22910	
16616	1989	16622	
16634	162	16655	
16638	1992	16720	
16656	1632	16787	
16657	1063	16679	
16660	1194	16761	
16689	__none__	__none__	
16704	1463	__none__	
16716	1838	16730	
16727	__none__	__none__	
16747	1549	25606	
16759	572	16785	
16762	2007	__none__	
16770	1659	16810	
16792	1975282	16806	
16795	1366	16802	
16804	733	297256	
16808	1624	16811	
16815	1912	16818	
16828	1797	16837	
16829	2017	__none__	
16832	1185	16870	
16833	1786	16856	
16860	149	16894	
16861	2019	__none__	
16873	381	16903	
16891	1789	17187	
16897	2015	17642	
16918	2018	16951	
16926	744	330236	
16935	2024	19782	
16939	1048	16967	
16940	230	__none__	
16945	__none__	__none__	
16963	1368	__none__	
16964	614	17024	
16965	2018	__none__	
16969	2009	16980	
16970	1043	17565	
16971	1976	16977	
16991	2018	17010	
16998	2047	17236	
17017	2029	17021	
17020	1633	17048	
17032	1853	17042	
17054	868	17062	
17056	1925	18226	
17057	1929	17068	
17085	578	__none__	
17098	1851	__none__	
17106	1428	28121	
17108	1363	17120	
17117	342	19609	
17125	1782	1692705	
17127	1323	67969	
17140	432	__none__	
17170	1560	17295	
17172	40	17178	
17175	5	17218	
17181	1556	__none__	
17194	1199387	17290	
17225	432	17293	
17228	1449	__none__	
17231	1438	17367	
17250	394	__none__	
17269	1647	17284	
17274	1110	__none__	
17289	2056	17323	
17299	522	17312	
17320	1880	17345	
17333	2057	__none__	
17352	803	17390	
17359	1339	9524359	
17370	1630	17371	
17373	338	27791	
17376	338	17414	
17387	209	222016	
17411	__none__	__none__	
17430	718	__none__	
17434	716	17443	
17435	1693	__none__	
17469	432	17589	
17483	1366	17486	
17500	2074	158065	
17508	1630	__none__	
17532	832	17542	
17533	1147	90442	
17561	1762	17616	
17576	718	__none__	
17586	1556	__none__	
17609	__none__	17617	
17612	580	17620	
17624	364	17627	
17645	86	17649	
17653	1483	17665	
17664	91	17698	
17670	379	17683	
17679	1039	17859	
17681	267	__none__	
17704	580	17709	
17715	1951	17730	
17717	1693	__none__	
17721	446497	22796	
17725	832	17745	
17732	2095	__none__	
17735	1951	17738	
17770	1693	__none__	
17772	905	17807	
17781	277	__none__	
17785	194	17809	
17786	1912	17793	
17795	2104	17801	
17806	2078	2137718	
17817	1912	17822	
17825	1683	17833	
17840	1190	27699	
17845	1730	41264	
17870	2116	17872	
17877	785	17923	
17878	493	17977	
17880	1854	19571	
17893	745	17933	
17906	2122	18026	
17911	1306	__none__	
17922	1853	3672519	
17928	1781	21773	
17939	1765	92215	
17944	2084	17974	
17947	673	17978	
17948	2173	18056	
17955	__none__	__none__	
17960	419	5625350	
17965	1084	17994	
17966	26	26573	
17980	2128	17989	
17984	1185	19549	
17993	738	__none__	
18006	2084	18033	
18010	781	18027	
18034	1310	18062	
18035	486	__none__	
18059	42	1493026	
18075	292	18087	
18077	2114	19329	
18080	2086	2515243	
18082	29	1830844	
18093	1965	18877	
18097	1463	18109	
18104	1311	__none__	
18119	__none__	18490	
18132	64	__none__	
18166	204	18287	
18167	1124	__none__	
18172	2144	19606	
18194	2147	18211	
18197	770	18263	
18199	2059	18221	
18216	71	18239	
18223	741	18229	
18224	1946	18231	
18250	__none__	__none__	
18253	2150	23076	
18265	954	18406	
18272	770	18336	
18284	1429	18307	
18290	1450	18344	
18291	1461	18516	
18292	1946	18370	
18298	26	18322	
18305	925	18315	
18324	__none__	__none__	
18326	1223	__none__	
18348	1456	18352	
18391	840	18396	
18407	392	18416	
18413	1097	18471	
18418	1892	18435	
18419	1290	__none__	
18421	229	18456	
18432	2156	18502	
18448	1256645	18484	
18449	2056	18607	
18450	2018	93952	
18460	2172	18469	
18465	149	18523	
18505	324	18756	
18524	916	18529	
18533	111	18539	
18538	2031	5645413	
18584	1130097	18718	
18585	229	19056	
18601	1473493	18771	
18606	572	18647	
18608	327	18616	
18614	230	__none__	
18617	1310	18623	
18632	2011	18635	
18655	1219	__none__	
18661	838	__none__	
18671	534	6000355	
18675	1632	21743	
18676	225	18680	
18685	184	18693	
18696	2078	18714	
18700	914	18712	
18702	1130097	18750	
18705	829	19071	
18717	184	18723	
18719	1043	__none__	
18754	2185	18831	
18757	1851	__none__	
18764	357	18906	
18765	2191	18786	
18772	31505	18796	
18783	357	__none__	
18787	105	31726	
18803	2134	18839	
18836	1438	18837	
18858	2118	__none__	
18861	428190	18884	
18869	1449	__none__	
18889	1975	18902	
18912	238	6921193	
18918	1013	7394935	
18920	1858	18924	
18932	357	18949	
18943	199	__none__	
18952	1293	18977	
18955	685	20255	
18959	2206	18975	
18984	1588	19179	
18985	486	27343	
19011	270	62837	
19014	536	20468	
19030	745	21302	
19035	1992	19348	
19047	234	19053	
19058	1782	19061	
19089	233	19109	
19096	1463	__none__	
19113	1043	19128	
19122	306	19383	
19127	364	19199	
19132	__none__	19224	
19147	483	522874	
19151	145	24377	
19162	1852	19171	
19173	2031	23208	
19185	1185	19188	
19193	2222	19255	
19201	1965	__none__	
19236	1965	19309	
19245	1100	19396	
19280	184	19290	
19294	1894	19306	
19295	1310	19308	
19314	1436	19344	
19318	419	19328	
19339	680	19343	
19347	396	19372	
19349	49	19367	
19353	536	19373	
19355	708	19361	
19358	446497	34213	
19387	2237	19392	
19388	2238	19403	
19401	1478	__none__	
19409	61	19453	
19412	473	19419	
19433	1915	19467	
19436	1013	19447	
19437	1199387	19444	
19442	479	19443	
19445	713	26105	
19448	1043	19495	
19454	832	19455	
19458	__none__	__none__	
19461	1384652	__none__	
19466	115	19472	
19471	260	19480	
19481	1193	__none__	
19487	5	22087	
19493	1174	19597	
19516	366	19521	
19517	4367	21841	
19519	834	__none__	
19553	1163	19835	
19589	1297	19596	
19604	1929	23556	
19611	1630	19614	
19653	33	19678	
19654	1951	19715	
19656	2260	19663	
19708	497	19716	
19713	__none__	19732	
19721	2086	19736	
19725	2266	19740	
19728	1683	19774	
19744	1545	30681	
19746	909	35250	
19758	__none__	__none__	
19766	1827	19804	
19772	1490	19778	
19773	1100	19784	
19786	1075	19920	
19787	277	19826	
19790	1688440	19805	
19803	91	19874	
19837	1915	20427	
19838	2148	20154	
19843	2275	20139	
19852	2084	1849792	
19883	287	19896	
19893	1288	19904	
19933	2260	19937	
19941	2285	19949	
19952	482	19983	
19953	2285	__none__	
19956	436255	23022	
19963	1030	1729083	
19970	2286	20000	
19988	2293	20029	
19995	184	20004	
20003	686	20682	
20021	2077	20215	
20034	1471	485304	
20040	1011	20058	
20047	1	21158	
20054	1190	20072	
20059	269	20132	
20061	271	20130	
20063	1335	26910	
20081	726	97091	
20084	832	985495	
20088	1870	20114	
20107	437	20118	
20127	486	20870	
20146	2260	__none__	
20148	2013	__none__	
20156	383	20175	
20168	271	20181	
20173	1975	20178	
20185	392	20200	
20198	40	20219	
20201	1744	__none__	
20206	1940	84997	
20207	206	20243	
20227	1486	20670	
20233	2313	25760	
20245	1801	20274	
20249	1907	20380	
20262	769	20271	
20263	1982	20438	
20267	1436	20270	
20272	1105	29042	
20281	1351	__none__	
20286	722	20293	
20298	2260	20306	
20309	1874	__none__	
20321	744	__none__	
20322	1585	20364	
20326	1782	20649	
20336	2171	20368	
20346	1595	20418	
20363	__none__	__none__	
20376	1100	__none__	
20386	380	24079	
20389	1453	33052	
20391	1946	20453	
20392	2086	20486	
20420	1120	21106	
20426	1343	21636	
20450	1508	20628	
20463	1797	20485	
20465	940	26691	
20467	1490	20495	
20478	2016	__none__	
20484	71	20538	
20510	1638	20645	
20511	1574	__none__	
20522	1769	29786760	
20529	2329	20631	
20533	1384652	20543	
20575	2104	20589	
20586	373	20737	
20587	1950	6800413	
20597	2025	20622	
20598	572	20605	
20611	1965	20625	
20627	547	20637	
20658	1490	20679	
20663	1793	20698	
20674	1190	20746	
20675	357	20678	
20684	689	20694	
20696	1084	37438	
20718	533	20904	
20722	375	26956	
20728	1321	20806	
20731	25	20792	
20734	2286	20784	
20744	1215	886149	
20762	2029	20777	
20765	1194	20793	
20778	1288	20779	
20782	1360	23056	
20787	381	20813	
20788	2134	__none__	
20791	2348	22173	
20794	1892	26957	
20797	1048	20949	
20811	1340	36983	
20814	1490	20885	
20821	1363	97553	
20840	357	20890	
20841	179	__none__	
20850	1120	36907	
20852	1164871	__none__	
20856	459	20871	
20861	1436	20982	
20876	109	20895	
20880	75	20901	
20882	1946	20894	
20899	1042	25178	
20910	1226	21035	
20912	1372	20994	
20923	636	21001	
20926	2078	20944	
20927	1914	20983	
20952	2338	704817	
20958	437	52347423	
20959	1490	20974	
20993	1610	21031	
